customer_id,age,email,salary,country,phone,signup_date
C04274,41,user4274@example.com,171172,Australia,-8494,10/14/2023
C00979,35,user979@example.com,,Canada,(718) 688-6084,11/19/2023
C03478,-25,user3478@example.com,107527,Australia,(804) 984-5515,4/22/2023
C03833,62,user3833@example.com,106425,USA,730-562-5503,11/8/2023
C01757,40,user1757@example.com,162681,Canada,3408399111,9/30/2023
C04441,65,user4441@example.com,105432,USA,(749) 124-7653,9/19/2023
C02439,71,,49023,Australia,209.176.4983,2/7/2023
,78,user2516@example.com,91360,Canada,609-308-6014,3/8/2023
C03260,38,user3260@example.com,163851,USA,4963167022,12/1/2023
C03461,45,user3461@example.com,141560,France,,4/20/2023
C03801,21,user3801@example.com,56505,USA,904 819 9922,3/12/2023
C00175,54,user175@example.com,94110,Australia,(760) 603-2776,2/28/2023
C02299,,user@domain.,85798,Canada,726-394-8547,4/20/2023
C04087,62,,199331,Australia,5577485214,10/13/2023
C01506,0,missingatsign.com,144816,USA,979.393.7568,6/23/2023
C04476,38,user4476@example.com,30727,USA,175-659-7338,4/15/2023
C00218,59,no-dot@com,194055,UK,(429) 956-4493,8/4/2023
C03939,20,user3939@example.com,90726,USA,245.733.2478,2/10/2023
C03960,39,,137967,UK,986.359.9161,9/23/2023
C00691,300,user691@example.com,40451,UK,(745) 220-4365,7/18/2023
C04538,50,user4538@example.com,,USA,1471184735,3/11/2023
C02479,39,user2479@example.com,-5000,USA,-4794,12/3/2023
C04870,63,user4870@example.com,53664,Canada,(597) 355-4074,3/8/2023
C01107,22,user1107@example.com,116724,UK,2850914417,2/14/2023
C00026,45,user1633@example.com,165693,UK,(772) 480-7094,11/2/2023
C03086,66,user3086@example.com,198112,UK,800-231-1462,2023-13-01
C01554,68,user1554@example.com,130356,USA,9585846518,11/17/2023
C00612,0,user612@example.com,52625,Canada,361 282 4933,1/1/2023
,44,user3263@example.com,,UK,712-401-6812,5/24/2023
C04275,31,user4275@example.com,168928,Canada,585 617 5695,6/25/2023
C00577,69,,152746,UK,359-616-7241,5/28/2023
C02081,26,user2081@example.com,124913,UK,(516) 674-5563,5/2/2023
C04450,63,user4450@example.com,107707,USA,427-213-6525,12/4/2023
C01181,-100,user1181@example.com,,Germany,934.775.3608,6/12/2023
C00889,56,user889@example.com,141718,Brazil,-7030,12/30/2023
C03978,63,user3978@example.com,51576,Australia,,3/14/2023
C04627,74,,51322,Australia,646-761-2998,12/26/2023
C03854,79,user3854@example.com,126090,Canada,(659) 686-2689,
C00818,48,,,USA,6040298842,7/14/2023
C03299,42,user3299@example.com,54918,USA,(354) 575-3510,6/6/2023
C01889,500,user1889@example.com,107986,UK,7663237365,4/26/2023
C00209,,user209@example.com,,Canada,769 119 8720,4/25/2023
C00170,36,user294@example.com,182614,Canada,4267980072,5/29/2023
C01120,23,user1120@example.com,41094,Australia,5241790593,8/30/2023
C00871,43,user2504@example.com,59863,UK,968 767 5926,8/13/2023
C00881,57,user1789@example.com,145700,Canada,(791) 755-3535,1/27/2023
C01265,59,user1265@example.com,0,Canada,7909326720,4/19/2023
C00991,22,user991@example.com,,Canada,3442183999,2/2/2023
C04211,73,user4211@example.com,,UK,533.985.6966,9/11/2023
C01535,57,user1535@example.com,86683,Australia,450 871 5864,9/16/2023
C00354,47,user354@example.com,60099,USA,-7765,5/31/2023
C02174,57,user4621@example.com,143457,UK,(525) 936-2906,5/8/2023
C03385,22,user3385@example.com,50836,UK,(773) 399-5212,6/17/2023
,45,invalid-email,,USA,(873) 515-5962,10/14/2023
C03909,74,user3909@example.com,175417,Australia,(105) 431-6569,12/21/2023
C04547,58,user4547@example.com,105791,Canada,(481) 835-4177,10/12/2023
C01229,32,user1229@example.com,95149,Canada,-10997,5/2/2023
C00260,32,.user@domain.com,0,Australia,528 275 6629,2/12/2023
C01544,73,user1544@example.com,156503,USA,985 424 2861,7/12/2023
C04467,79,user4467@example.com,85311,UK,8103623449,8/30/2023
C04755,21,user4755@example.com,52419,Spain,978.438.1541,8/8/2023
C02897,29,,87786,UK,565 663 5539,3/21/2023
C03103,54,missingatsign.com,171753,Australia,3334248722,3/18/2023
C00053,69,user53@example.com,62441,Canada,-2791,5/11/2023
C02214,57,user name@domain.com,93965,UK,928 731 8478,4/20/2023
C01870,51,user1870@example.com,,USA,156-126-4214,11/20/2023
C02211,73,user@.com,169993,USA,444.763.2641,5/23/2023
C02427,24,user2427@example.com,138369,USA,248.413.6467,2/15/2023
C03045,41,user3999@example.com,107225,Australia,215-491-7597,5/14/2023
C02362,44,user2362@example.com,39837,UK,906.561.5225,3/1/2023
C01480,76,user1480@example.com,105033,Australia,465-869-5626,2/23/2023
C01034,34,user1034@example.com,-50000,USA,885.713.9185,11/25/2023
C01098,50,user1098@example.com,,UK,-9218,11/25/2023
C01470,54,user1470@example.com,91576,Canada,2822019158,1/13/2023
C00544,49,user544@example.com,121649,USA,510-304-6006,5/3/2023
C01047,57,user1047@example.com,-50000,USA,(483) 610-5859,2/3/2023
C04142,43,user4142@example.com,62317,UK,-6985,6/17/2023
C04766,53,user4766@example.com,88408,Australia,(641) 264-8580,3/2/2023
C00031,50,user31@example.com,0,Australia,483-903-1612,11/16/2023
C00726,51,user726@example.com,30869,Australia,3170137829,2023-06-31
C01810,74,user2716@example.com,68737,China,486 184 9035,8/12/2023
C02115,62,user2115@example.com,,Germany,-9522,6/27/2023
C03928,59,user3928@example.com,60461,Canada,739.194.1966,8/4/2023
C01427,49,user1427@example.com,186140,UK,2196045940,10/29/2023
C02570,72,user2570@example.com,103324,UK,579 429 3230,10/11/2023
C00437,-5,user437@example.com,177661,USA,9346088084,11/20/2023
C02488,50,user2488@example.com,78940,Australia,240-998-8203,4/7/2023
C00913,71,user913@example.com,57048,Canada,713.539.5006,3/6/2023
C04236,69,,163085,Australia,(995) 181-3832,4/18/2023
C04178,43,user4178@example.com,45733,France,953 664 3383,1/24/2023
C04527,47,,109888,UK,660-484-3532,3/17/2023
C03352,33,user3352@example.com,35812,Australia,(625) 718-9115,10/23/2023
C02305,39,user2305@example.com,136719,Australia,6970267626,5/16/2023
C01610,24,user1610@example.com,152650,USA,262-634-5169,7/7/2023
C01239,39,user1239@example.com,176480,Canada,185 360 7968,6/7/2023
C00904,75,user904@example.com,170431,UK,-4843,12/26/2023
C02522,26,user2522@example.com,121873,Germany,-5256,10/7/2023
C03166,33,user3166@example.com,90038,Canada,168-293-5174,10/25/2023
C02330,23,user@domain.,130699,Canada,520 293 1475,3/24/2023
C00508,34,,63919,Canada,3365264764,11/14/2023
C04896,47,user4896@example.com,189437,USA,377-575-1340,12/25/2023
C00019,56,user184@example.com,32204,USA,-9768,12/8/2023
C01590,69,user1590@example.com,59432,Australia,685-491-1414,5/29/2023
C01498,64,user1498@example.com,48782,UK,660.988.2428,10/6/2023
C03633,67,user3633@example.com,88655,Australia,,2/1/2023
C00322,77,user322@example.com,,Australia,(343) 219-1674,11/27/2023
C01804,51,no-dot@com,147018,Canada,783.202.9076,6/7/2023
C00079,78,user79@example.com,47508,Canada,3875932424,11/27/2023
C03853,21,user3853@example.com,193004,Australia,,4/21/2023
C02544,75,user2544@example.com,53283,USA,-7820,4/4/2023
C01808,23,user1808@example.com,61422,USA,(128) 390-8488,1/13/2023
C04757,18,user4757@example.com,152762,Canada,815.325.8704,
C04214,56,user4214@example.com,176404,Canada,886.426.4616,8/25/2023
C04452,-50,user4452@example.com,123789,USA,,8/14/2023
C01147,20,,-5000,France,(316) 274-2465,6/25/2023
C02087,29,,77234,Canada,(557) 478-8811,2/26/2023
C00045,,user45@example.com,166865,USA,,11/11/2023
C03820,27,user3820@example.com,187255,Australia,902.659.1264,12/20/2023
C01551,75,user1551@example.com,165370,Australia,(295) 795-1235,7/9/2023
C02320,150,user2320@example.com,156202,Australia,-5544,5/14/2023
C01379,48,user1379@example.com,107485,Canada,324.848.5582,7/23/2023
C01989,-5,user1989@example.com,191636,USA,8084139498,9/30/2023
C03033,67,user3033@example.com,49267,USA,-6211,4/25/2023
C00414,999,,142230,USA,8334756553,6/17/2023
C03887,45,user3887@example.com,,Canada,812-705-9580,6/13/2023
C01408,38,user1408@example.com,180528,UK,-9988,2/12/2023
C03380,31,user3380@example.com,192462,USA,-5181,11/18/2023
C00802,42,user802@example.com,44387,Canada,-4905,3/25/2023
C01289,28,user1289@example.com,61379,Canada,318.102.7449,7/24/2023
C02875,38,user@.com,113053,Canada,,8/4/2023
C02087,42,user2460@example.com,165830,Australia,-7903,5/28/2023
C04123,47,user4123@example.com,116155,Canada,427 584 2535,11/25/2023
C02828,33,user2828@example.com,163881,Australia,199 873 1645,4/1/2023
C00257,59,,-50000,USA,307.443.3084,9/2/2023
C04763,64,user4763@example.com,163177,Australia,310.150.7077,9/12/2023
C04158,74,user4158@example.com,,Australia,122 738 2038,10/17/2023
C01152,78,user@domain..com,-5000,UK,914-808-6452,4/8/2023
C02319,29,,146041,USA,9499295746,4/19/2023
C00648,33,user648@example.com,92260,UK,935-116-4083,4/25/2023
C04261,53,user4261@example.com,102361,USA,4187988846,6/24/2023
C01290,48,user1730@example.com,50435,USA,-10606,1/27/2023
C03726,38,user3726@example.com,41826,Canada,662-923-3412,12/13/2023
C03793,0,user3793@example.com,67122,UK,-10750,6/15/2023
C01316,47,user1316@example.com,,USA,794-949-6605,7/31/2023
C02032,72,,183466,USA,6792638620,10/10/2023
C03517,71,user3517@example.com,57043,UK,-2147,3/2/2023
C04052,67,user4052@example.com,138721,UK,382 881 2474,8/21/2023
C01920,36,user@domain.,182756,UK,775.356.1202,2023-14-01
C00084,60,user1351@example.com,42100,Canada,-2811,10/9/2023
C02518,,invalid-email,157466,Australia,-1979,1/19/2023
C00113,79,user113@example.com,184626,UK,7449876106,2/17/2023
C03155,46,user3155@example.com,,Canada,2379296495,7/27/2023
C00264,49,user@domain..com,103402,USA,521-977-9548,7/16/2023
C01394,-100,user1394@example.com,94093,Canada,841-639-3249,9/14/2023
C01908,56,invalid-email,163248,UK,723-872-6508,5/29/2023
C01187,65,user1187@example.com,128000,Australia,2691239817,3/8/2023
C02370,38,user2370@example.com,99453,Australia,(722) 399-7295,4/28/2023
C00057,68,user57@example.com,53478,USA,155 188 7987,9/26/2023
C01310,28,user1310@example.com,153728,Canada,4067985169,5/27/2023
C00696,68,user696@example.com,162206,UK,(225) 968-4307,7/9/2023
C04217,37,user4217@example.com,48174,Canada,918.514.7246,11/8/2023
C03025,25,,192448,USA,138-609-8085,4/27/2023
C03618,39,user3618@example.com,37837,Canada,987.994.1693,1/9/2023
C02212,57,user2212@example.com,80435,UK,(466) 413-3666,10/13/2023
C03168,34,user3168@example.com,139636,USA,-5473,2023-11-31
C00320,50,user320@example.com,-50000,Australia,(733) 264-9770,11/29/2023
C02304,29,user2304@example.com,101334,UK,(645) 814-3785,12/9/2023
C00683,66,user683@example.com,160970,USA,675-329-8968,2023-02-30
C04045,52,user4045@example.com,,Canada,(357) 591-2743,4/21/2023
C04323,0,user4323@example.com,148454,USA,860.702.7212,2023-13-01
C03670,57,user3670@example.com,66307,Canada,194-361-1597,6/22/2023
C03530,42,,140540,Canada,,12/29/2023
C02874,42,invalid-email,96766,Australia,9538092528,4/21/2023
C00287,0,,169783,Australia,-3105,4/27/2023
C00992,0,user4249@example.com,144151,Canada,-6578,7/7/2023
C02143,67,user2143@example.com,116133,Australia,(673) 502-7181,4/26/2023
C02433,26,user2433@example.com,147626,UK,1868498641,7/2/2023
C01747,35,user1747@example.com,115166,UK,5926890511,9/25/2023
C04506,250,user4506@example.com,143396,UK,3981630061,8/4/2023
C04188,35,user4188@example.com,114664,Australia,702.367.6137,12/5/2023
C01631,71,user1631@example.com,,Canada,(928) 430-8035,9/5/2023
C02101,79,user2101@example.com,105986,UK,-3980,3/2/2023
C00737,130,,115947,Canada,2769753981,3/23/2023
C04159,24,user4292@example.com,36789,Canada,207 380 8363,4/25/2023
C00067,49,user337@example.com,136082,,465 194 6347,5/26/2023
C02403,34,,75203,Canada,682.109.8041,11/12/2023
,25,user4901@example.com,137293,Canada,(906) 798-8343,11/22/2023
C02660,62,user2660@example.com,,Australia,733 548 9145,
C04419,39,user4419@example.com,169294,Australia,(834) 357-5908,9/3/2023
C01072,65,user1072@example.com,111159,Canada,(939) 912-8897,7/9/2023
C02308,71,user2308@example.com,87608,Canada,312-865-9676,9/22/2023
C01700,40,user1700@example.com,31657,Canada,(401) 293-7597,4/17/2023
C04734,62,,180630,Australia,767 498 1463,1/19/2023
,,user3401@example.com,87913,Canada,(634) 934-9762,4/22/2023
C04127,45,user@.com,60562,Canada,(623) 611-5430,2/2/2023
C03950,74,user3950@example.com,172509,Canada,9913615651,4/23/2023
C03536,66,user3536@example.com,49122,USA,135.645.3868,10/22/2023
C01489,-10,user1489@example.com,49738,Canada,740-195-4794,9/21/2023
C00499,49,user499@example.com,122268,Canada,7066376657,6/25/2023
C04359,70,user4359@example.com,170790,Canada,198-654-3370,1/2/2023
C03502,63,user3502@example.com,42126,USA,-5772,9/18/2023
,35,user2576@example.com,-1000,Canada,(500) 905-3612,1/21/2023
C02358,31,user2358@example.com,74439,Canada,(914) 594-4442,1/26/2023
C03689,53,user3689@example.com,122969,UK,-6272,2/1/2023
C04032,-5,user4032@example.com,,UK,536 982 1366,12/30/2023
C03154,30,user3154@example.com,75178,Canada,(803) 802-6922,Jan 1 2023
C01611,-25,user1611@example.com,79420,UK,297-720-1484,3/3/2023
C02174,59,user2174@example.com,65315,Australia,957 783 2007,5/28/2023
C02296,21,user2296@example.com,178929,UK,373.573.6212,11/22/2023
C03308,30,user3308@example.com,124948,,(598) 603-7493,not-a-date
C01023,22,user1023@example.com,189525,Australia,1717462505,5/30/2023
C02300,67,user2300@example.com,105318,Canada,-7665,8/22/2023
C04902,43,user4902@example.com,129083,UK,363 738 3976,11/3/2023
C02017,30,user2017@example.com,150562,Canada,4337385343,2023-09-31
C03085,58,user3085@example.com,0,Australia,(728) 520-2555,9/22/2023
C04993,70,user4993@example.com,,,571-615-2813,12/14/2023
,69,user666@example.com,-5000,UK,814 546 1340,10/1/2023
C03957,59,user3957@example.com,59685,USA,3117856053,7/13/2023
C02657,54,user2657@example.com,176583,UK,207.926.4732,8/10/2023
C04229,32,,106298,USA,5224074302,4/30/2023
C04280,65,user@domain.,106448,Australia,(939) 647-6924,12/22/2023
C02451,47,user2451@example.com,72422,Australia,1093852809,1/11/2023
C01018,23,user1018@example.com,141249,UK,885 306 5091,10/30/2023
C00558,,user558@example.com,177271,Australia,274.680.2922,10/27/2023
C02417,41,user2417@example.com,68196,UK,(298) 897-2781,11/5/2023
C01208,19,user1208@example.com,85571,Canada,810.863.2549,11/24/2023
C03350,24,,-5000,Australia,525.195.8977,6/8/2023
C03695,29,user3695@example.com,59661,Canada,147 317 4829,10/11/2023
C04420,42,,54074,USA,-10877,invalid-date
C01511,44,,189892,UK,-5927,4/24/2023
C03861,74,user3861@example.com,196340,Australia,642.722.7062,1/6/2023
C00246,58,,198925,UK,-2016,5/27/2023
C01164,23,user1164@example.com,42192,Canada,(967) 497-7941,3/16/2023
C02604,41,user@.com,33084,USA,-8834,10/16/2023
C00267,69,,119080,UK,4747781900,12/13/2023
C04690,44,@domain.com,69339,Australia,7903851545,1/17/2023
C01115,77,user1115@example.com,171994,USA,187.486.3042,12/4/2023
C00064,42,user64@example.com,45372,UK,337 329 3354,invalid-date
C02611,37,user2611@example.com,74130,UK,687 984 9564,8/24/2023
C02187,25,user2187@example.com,186153,Canada,998-841-5042,8/14/2023
C02777,61,user2777@example.com,79112,Australia,103 676 1957,5/4/2023
C04368,41,user4368@example.com,84943,Canada,953 955 1743,1/11/2023
C03098,56,user3098@example.com,170416,Australia,(830) 555-2902,12/16/2023
C02046,46,user2046@example.com,73298,Mexico,675-890-6295,2/15/2023
C02835,79,user2835@example.com,67333,Canada,(238) 739-5916,5/4/2023
C02277,41,,195565,Canada,,12/21/2023
C02079,63,user2079@example.com,111006,Canada,370-771-8723,1/1/2023
C03197,49,user3197@example.com,181296,USA,-2217,5/19/2023
C01238,56,user1238@example.com,112569,Canada,765 267 7554,12/7/2023
C00104,31,user104@example.com,188819,UK,993.786.3056,10/7/2023
C03383,78,user3383@example.com,62152,Canada,,11/10/2023
C00273,29,user273@example.com,-1000,UK,607 346 2361,10/20/2023
C00509,57,user509@example.com,103155,USA,4661549914,9/18/2023
C02291,32,user2291@example.com,128234,Australia,381 864 4042,not-a-date
C04949,76,user4949@example.com,37903,UK,850.597.9373,2/23/2023
C04750,0,user4750@example.com,80182,Australia,8569945568,10/18/2023
C00126,36,user866@example.com,110201,Australia,198 732 7735,1/9/2023
C02452,180,user2452@example.com,81413,Canada,991-904-6143,12/15/2023
C00909,-5,user@@domain.com,151948,USA,(478) 928-7100,4/12/2023
C02132,-5,user2132@example.com,118422,USA,(369) 677-2676,11/30/2023
C02878,29,user2878@example.com,189682,Australia,280-302-5313,1/5/2023
C03921,28,user3921@example.com,101356,UK,,8/1/2023
C01628,58,user1628@example.com,191215,Canada,700.519.5808,1/23/2023
C02894,43,user2894@example.com,137392,Canada,844.959.6227,8/14/2023
C01523,43,user1523@example.com,95785,UK,385-565-1627,12/9/2023
C00836,24,user836@example.com,197527,Canada,-3158,1/17/2023
C00359,33,user359@example.com,64681,USA,667.602.1691,12/19/2023
C00139,0,user139@example.com,-20000,Australia,888 492 4898,10/14/2023
C00300,49,user300@example.com,188763,Australia,,9/10/2023
C01557,57,user1557@example.com,159572,USA,280-569-8018,4/27/2023
C01004,42,@domain.com,,Australia,786.866.8606,9/14/2023
C00383,37,user383@example.com,50700,Canada,647-693-6761,2/19/2023
C00942,33,user942@example.com,67548,Canada,(441) 301-6394,2/26/2023
C01943,54,user1943@example.com,100409,Australia,434-721-6902,11/15/2023
C00969,-5,,161742,UK,946-805-9005,11/23/2023
C00762,29,user762@example.com,118835,UK,783 559 3440,1/1/2023
C01733,35,user1733@example.com,188458,Australia,(520) 976-4608,9/3/2023
C01903,78,user1903@example.com,199823,Australia,119 983 7268,6/29/2023
C04931,-1,@domain.com,169608,USA,206-881-2797,6/3/2023
C01319,-10,user2104@example.com,-20000,USA,,11/11/2023
C04498,78,user4498@example.com,65929,USA,493-502-8275,9/27/2023
C00899,150,user899@example.com,,UK,668-217-3333,1/4/2023
C04024,-1,missingatsign.com,100871,USA,-6998,2/10/2023
C02917,22,user2917@example.com,73459,Australia,-6072,9/17/2023
C01403,54,user1403@example.com,83664,Canada,(591) 877-8279,12/30/2023
C02276,77,user2276@example.com,31184,Australia,(844) 248-9084,12/27/2023
C03810,77,user3810@example.com,134843,Canada,790.263.2412,4/28/2023
C04401,0,user4401@example.com,162851,Spain,(930) 761-3307,6/18/2023
C04723,62,user4723@example.com,127927,UK,262 782 1244,7/24/2023
C00951,-1,user1513@example.com,190595,UK,397-484-3592,10/21/2023
C01189,34,user1189@example.com,69350,UK,6600955228,1/5/2023
C04709,40,user4709@example.com,100968,USA,-10542,12/15/2023
C03468,25,user3468@example.com,144934,USA,3844572111,12/8/2023
C03864,47,user4344@example.com,62888,Canada,922.705.8024,3/1/2023
C03459,57,user3459@example.com,156083,USA,2695304195,9/8/2023
C00109,31,user109@example.com,48135,Canada,-10194,2023-02-30
C03656,42,user3656@example.com,177270,USA,846.390.2961,6/28/2023
C02464,-1,user2464@example.com,162447,Canada,9878167585,7/29/2023
C03253,20,user3253@example.com,143783,Australia,985 704 3291,1/2/2023
C00059,38,user59@example.com,101854,USA,-7326,1/11/2023
C00077,24,user77@example.com,,Australia,680 906 6606,1/11/2023
C00797,33,user797@example.com,164678,Spain,966-751-9199,2/22/2023
C00369,79,user369@example.com,79812,USA,743.802.8799,4/8/2023
C01588,26,user4921@example.com,181791,USA,761-784-6564,2/14/2023
C00786,36,user786@example.com,196508,Australia,201 427 3334,1/30/2023
C02223,57,user2223@example.com,149963,India,-5700,5/11/2023
C01155,68,user@domain..com,35586,Australia,872.263.3761,3/24/2023
C02037,49,user2037@example.com,174738,UK,198.324.2841,12/2/2023
C02355,49,user2355@example.com,36470,Canada,(967) 368-2831,4/19/2023
C03556,30,invalid-email,79597,Australia,,7/7/2023
C02268,,user2268@example.com,168869,Australia,475 151 7050,10/18/2023
C01731,72,user1731@example.com,175263,UK,376-802-9508,1/19/2023
C00122,43,user122@example.com,194074,UK,4343748592,1/8/2023
C01873,,user1873@example.com,33121,Canada,153 496 7180,6/25/2023
C04514,63,user4514@example.com,188698,Canada,762-914-3800,2/18/2023
C03667,20,user3667@example.com,81588,UK,(721) 716-9287,6/29/2023
C00911,38,user911@example.com,138117,Canada,247-233-4107,2/16/2023
C00125,77,user125@example.com,,USA,917.401.5738,5/5/2023
C03189,47,user@domain..com,30363,UK,6619939965,5/16/2023
C01587,43,user1587@example.com,116567,Canada,195-126-8166,3/18/2023
C01258,51,user1258@example.com,40692,UK,-9274,6/25/2023
C04004,76,user4004@example.com,0,UK,-6217,7/11/2023
C04109,71,user4109@example.com,194077,UK,970-658-2371,1/27/2023
,43,user3405@example.com,112464,Australia,317 271 4115,4/23/2023
C01179,74,user1179@example.com,138106,UK,4159917292,10/16/2023
C03065,49,user3065@example.com,56870,UK,(124) 116-1509,8/30/2023
C03492,41,user3492@example.com,127493,USA,(120) 435-7876,2/13/2023
C02615,66,user2615@example.com,176259,UK,9357790587,10/26/2023
C03803,65,@domain.com,73169,UK,797 221 8431,4/25/2023
C00443,44,user443@example.com,,UK,610-794-1438,8/1/2023
C01933,29,user1933@example.com,114149,Germany,2362941028,5/27/2023
C03110,76,user3110@example.com,123254,Australia,-5289,12/1/2023
C00926,0,user926@example.com,67405,Canada,(307) 562-4840,
C02438,39,user2438@example.com,174993,,(732) 615-8210,5/10/2023
C03524,,user3524@example.com,69236,USA,2182223836,10/4/2023
C04786,,user4786@example.com,75807,USA,-2789,11/9/2023
C01412,76,user1412@example.com,66639,USA,(800) 493-2841,5/18/2023
C03489,18,user3489@example.com,45339,Australia,358.929.5002,1/3/2023
C01771,73,user1778@example.com,35695,USA,(735) 656-5806,7/2/2023
C01510,60,user1510@example.com,53929,Canada,-2627,2/9/2023
C01228,68,user1228@example.com,87124,Australia,(690) 602-6127,9/17/2023
C03625,30,user3625@example.com,160193,USA,625.689.9689,5/4/2023
C02373,54,,143604,USA,-7442,3/13/2023
C03535,20,user3535@example.com,64235,UK,487 107 3807,12/4/2023
C04959,33,user4959@example.com,50842,Australia,1009152377,8/18/2023
C04522,37,,86096,USA,9473163280,1/1/2023
C00325,33,user325@example.com,180774,USA,-7150,9/18/2023
C03101,53,user3101@example.com,59813,Canada,475 913 8044,3/19/2023
C04469,26,user4469@example.com,118780,USA,454.878.4991,10/6/2023
C02183,41,,145194,USA,,3/25/2023
,19,user3320@example.com,116072,Australia,139-696-2349,12/26/2023
C03056,38,user3056@example.com,104462,Australia,-8573,3/10/2023
C01499,21,user1499@example.com,108257,Canada,196 565 6139,11/24/2023
C01503,-100,user1503@example.com,154591,USA,584.362.8242,1/7/2023
C01007,44,user1007@example.com,46999,USA,(582) 940-5573,3/4/2023
C04011,38,,127382,,908-671-7468,8/29/2023
C03734,21,user3734@example.com,,USA,,12/25/2023
C03816,22,user3816@example.com,132399,USA,684-242-6363,1/30/2023
C01468,50,user1468@example.com,50389,UK,768.757.7637,6/9/2023
C01226,55,user1226@example.com,-10000,Canada,147.631.5807,3/29/2023
C03997,39,user3997@example.com,137648,UK,577 870 3287,12/12/2023
C02285,27,invalid-email,179762,USA,4792135573,6/18/2023
C02022,59,user2022@example.com,109558,Australia,(240) 700-7163,7/5/2023
C01217,64,,117954,Australia,(774) 220-3960,5/17/2023
C04422,34,user4422@example.com,190897,USA,916 745 5881,8/29/2023
C03521,0,user3521@example.com,45366,UK,537-813-6717,12/16/2023
C00421,37,user421@example.com,141435,Canada,4101552989,11/11/2023
C03444,58,user3444@example.com,160560,China,323 846 3075,5/1/2023
C00007,78,.user@domain.com,55235,Australia,-2791,10/19/2023
C00933,71,user933@example.com,,USA,561 578 8086,5/26/2023
C01692,24,user1692@example.com,68084,Australia,571-291-5370,9/8/2023
C00440,68,user440@example.com,-10000,Australia,210 225 5107,9/30/2023
C01314,71,user1314@example.com,174972,Canada,(259) 452-9192,6/6/2023
C00679,41,user679@example.com,168746,USA,467-367-6849,5/31/2023
C01973,24,user1973@example.com,139975,UK,(223) 528-5315,8/29/2023
C04626,76,user4626@example.com,0,UK,,6/1/2023
C04391,55,user4391@example.com,,USA,,4/3/2023
C02484,57,user2484@example.com,59320,UK,991.422.4770,10/6/2023
C03264,77,user4649@example.com,54596,USA,5226606549,1/8/2023
C02635,78,user2635@example.com,56928,Australia,-5242,3/4/2023
C02536,64,user2536@example.com,111788,UK,8126937147,5/23/2023
C02457,49,user2457@example.com,148248,Australia,-4285,10/18/2023
C04808,58,user4808@example.com,177680,Australia,,2/15/2023
C00561,25,user2820@example.com,174401,Germany,738.423.8317,10/12/2023
C02259,55,user4259@example.com,61826,Australia,548 892 7523,8/7/2023
C02797,55,user2797@example.com,56950,Mexico,3276061103,3/22/2023
C02659,55,user2659@example.com,78665,UK,688.956.1871,11/6/2023
C00195,56,user195@example.com,128934,Canada,812.499.2749,2023-04-31
C01475,21,user1475@example.com,35698,UK,-7048,8/11/2023
C04468,58,user4468@example.com,95867,Australia,-10944,7/6/2023
C01212,76,user1212@example.com,143931,UK,,2023-09-31
C04698,70,user4698@example.com,187541,Canada,975-763-2879,11/25/2023
C01658,35,user1658@example.com,143002,USA,813.565.9082,10/9/2023
C02719,64,user2719@example.com,149501,Canada,609.905.5705,7/9/2023
C03040,42,user3040@example.com,180457,Canada,278 694 7582,3/20/2023
C03836,36,user@@domain.com,141915,Canada,725 644 9068,10/7/2023
C02237,44,user2237@example.com,66483,Canada,,1/8/2023
C01875,39,user1875@example.com,58164,India,1591719508,7/15/2023
C02199,19,user4083@example.com,116322,UK,8108614089,10/13/2023
C01131,74,,60257,UK,716-225-9693,4/19/2023
C01462,56,user1462@example.com,31961,Australia,-5749,1/4/2023
C00277,20,user277@example.com,,USA,,6/2/2023
C02587,45,user2587@example.com,188849,UK,(172) 872-6593,8/14/2023
C02349,32,,41279,USA,5396844455,11/3/2023
C02314,35,user2314@example.com,126452,Australia,-6307,2/10/2023
C01303,53,,53569,Australia,,8/4/2023
C02535,,user2535@example.com,120456,Germany,(331) 356-4024,2/11/2023
C00054,23,missingatsign.com,110360,UK,-3013,5/28/2023
C04656,44,,76228,UK,(881) 507-9668,11/5/2023
,26,user@domain.,31893,USA,689.890.5542,10/14/2023
C00574,23,user574@example.com,-1000,Australia,197-670-1962,12/18/2023
C01237,34,user1237@example.com,,USA,663-361-5270,2/28/2023
C03567,-5,user3567@example.com,126055,USA,,2/12/2023
C04384,43,user4384@example.com,189633,Australia,239-529-2187,Jan 1 2023
C01335,36,user1335@example.com,147473,UK,(427) 148-3977,4/26/2023
C02945,-5,user2945@example.com,120678,USA,354.909.7160,10/2/2023
C00419,38,user419@example.com,183390,Australia,226.577.2807,10/2/2023
C00025,66,user268@example.com,-5000,Australia,(435) 544-4643,3/19/2023
C01105,68,user1105@example.com,113178,Australia,171-892-7845,8/22/2023
C00258,61,user@@domain.com,58328,USA,808-682-1977,2/17/2023
C00296,19,user296@example.com,131971,UK,7111434048,11/10/2023
C02379,22,user2379@example.com,80971,Mexico,784-166-6609,8/30/2023
C00387,50,user387@example.com,192627,USA,(258) 615-4622,9/5/2023
C00741,18,user3480@example.com,192171,Canada,325 548 3187,2/10/2023
C03520,27,user3520@example.com,63132,UK,-6571,7/2/2023
C01786,23,no-dot@com,33880,UK,882.102.7162,6/22/2023
C02265,19,user2265@example.com,97616,Canada,(627) 932-8454,7/16/2023
C04350,-50,no-dot@com,113996,Canada,969 746 9552,3/25/2023
